Time,Gender,Accel_Frontal,Accel_Vertical,Accel_Lateral,Id_Antenna,RSSI,Phase,Frequency,Output
153.0,M,1.1397,-0.22048,-0.025087,1,-66.0,1.6751,924.25,3
153.75,M,1.128,-0.24344000000000002,-0.047893,1,-67.0,1.1428,924.75,3
154.0,M,1.128,-0.24344000000000002,-0.047893,1,-67.0,0.5092800000000001,922.25,3
154.5,M,1.0694,-0.18603,-0.082102,1,-66.5,6.1743,922.75,3
155.5,M,1.1163,-0.22048,-0.047893,1,-66.5,1.5493,924.25,3
156.0,M,1.1163,-0.22048,-0.047893,1,-66.5,5.6328,923.25,3
156.75,M,1.0694,-0.17454,-0.070699,1,-68.5,0.07976699999999999,925.75,3
158.5,M,1.1514,-0.25493000000000005,-0.025087,1,-66.5,5.622000000000001,923.25,3
158.75,M,1.1514,-0.25493000000000005,-0.025087,1,-67.0,0.9986200000000001,924.75,3
159.5,M,1.1163,-0.20899,-0.047893,1,-67.5,6.1068,922.75,3
161.0,M,1.1514,-0.24344000000000002,-0.025087,1,-67.0,2.4130000000000003,923.25,3
161.25,M,1.1514,-0.24344000000000002,-0.025087,1,-67.5,3.5282,922.25,3
161.75,M,1.2921,-0.30086,0.020525,1,-67.5,6.1022,922.75,3
165.25,M,1.1397,-0.22048,-0.047893,1,-67.5,4.5007,924.25,3
171.5,M,1.0576,-0.17454,-0.082102,1,-67.0,4.8474,923.75,3
172.25,M,1.1749,-0.24344000000000002,-0.025087,1,-67.5,4.2967,924.25,3
173.25,M,1.3859,-0.32383,0.054735,1,-68.0,5.4104,923.25,3
177.25,M,1.3625,-0.32383,0.043332,1,-68.0,1.2318,924.25,3
178.0,M,1.2804,-0.28938,0.031928,1,-68.0,2.2319,923.25,3
185.25,M,1.3273,-0.31234,0.020525,3,-51.0,0.34975,923.25,3
187.5,M,1.128,-0.22048,-0.047893,3,-51.5,1.445,921.75,3
188.5,M,1.2101,-0.26641,-0.013684,3,-51.0,0.6918300000000001,922.75,3
190.75,M,0.97555,-0.15158,-0.12771,3,-52.0,4.8198,925.75,3
193.75,M,1.3742,-0.32383,0.043332,3,-51.5,5.0974,925.25,3
196.5,M,0.9169299999999999,-0.15158,-0.15052000000000001,3,-51.0,5.0897,925.25,3
197.25,M,1.0107,-0.16305999999999998,-0.11631,3,-50.5,0.2255,923.25,3
198.25,M,0.9990100000000001,-0.14009000000000002,-0.11631,3,-50.5,6.1052,923.75,3
198.5,M,0.9521,-0.15158,-0.12771,3,-50.5,0.62433,922.75,3
202.0,M,0.9872799999999999,-0.15158,-0.11631,3,-51.0,1.3698,921.75,3
204.0,M,1.0342,-0.17454,-0.10490999999999999,3,-51.0,5.6665,924.25,3
204.5,M,0.96383,-0.15158,-0.12771,3,-51.0,1.3008,921.75,3
205.5,M,1.2804,-0.28938,0.0091224,3,-51.0,6.0285,923.75,3
208.5,M,1.2570000000000001,-0.28938,-0.0022806,3,-51.5,4.9992,925.25,3
211.0,M,1.3039,-0.31234,0.031928,3,-51.5,5.0575,925.25,3
212.6,M,0.9169299999999999,-0.12861,-0.13912,3,-51.0,5.2861,924.75,3
212.75,M,0.9872799999999999,-0.15158,-0.13912,3,-51.0,5.9779,923.75,3
214.25,M,0.9403799999999999,-0.15158,-0.13912,3,-50.5,0.09510700000000001,923.25,3
216.25,M,1.0459,-0.17454,-0.10490999999999999,3,-51.0,5.6251,924.25,3
220.5,M,1.0342,-0.15158,-0.070699,3,-49.0,1.649,922.75,3
220.75,M,0.96383,-0.12861,-0.11631,3,-50.0,5.9472,925.25,3
221.0,M,0.9990100000000001,-0.12861,-0.10490999999999999,3,-50.0,0.36355,924.25,3
221.75,M,0.9521,-0.11713,-0.12771,3,-50.5,1.0784,923.25,3
223.25,M,1.1983,-0.24344000000000002,0.0091224,1,-68.5,0.62126,925.25,3
225.0,M,0.54171,0.89339,0.18017,1,-58.5,0.51388,923.75,1
226.5,M,0.54171,0.89339,0.18017,4,-62.5,3.8764,921.75,1
227.25,M,0.54171,0.89339,0.18017,1,-58.0,0.71023,923.75,1
228.0,M,0.54171,0.89339,0.18017,1,-58.5,5.9288,925.25,1
229.5,M,0.58862,0.8819100000000001,0.10035,1,-58.0,5.2048,922.25,1
230.0,M,0.58862,0.8819100000000001,0.10035,1,-57.5,1.6352,922.75,1
230.5,M,0.58862,0.8819100000000001,0.10035,1,-58.0,5.8414,925.25,1
231.0,M,0.58862,0.8819100000000001,0.10035,1,-59.0,0.38195999999999997,920.25,1
231.5,M,0.58862,0.8819100000000001,0.10035,3,-68.5,0.12272000000000001,924.75,1
232.5,M,0.58862,0.8819100000000001,0.10035,1,-57.5,1.6674,922.75,1
232.75,M,0.58862,0.8819100000000001,0.10035,1,-58.0,5.8245,925.25,1
233.25,M,0.58862,0.8819100000000001,0.10035,3,-68.5,0.30526,924.25,1
234.75,M,0.51826,0.9163600000000001,0.11175,1,-58.0,0.9127200000000001,923.75,1
235.0,M,0.51826,0.9163600000000001,0.11175,1,-58.5,5.9718,921.25,1
235.5,M,0.51826,0.9163600000000001,0.11175,1,-59.0,0.010738,920.75,1
236.25,M,0.51826,0.9163600000000001,0.11175,1,-58.5,2.3424,921.75,1
236.75,M,0.51826,0.9163600000000001,0.11175,1,-58.0,5.0437,922.25,1
237.5,M,0.51826,0.9163600000000001,0.11175,1,-58.5,4.6633,922.75,1
240.25,M,0.74105,0.82449,0.20297,1,-59.0,6.1421,920.75,1
241.0,M,0.74105,0.82449,0.20297,1,-59.0,5.3919,921.75,1
241.75,M,0.74105,0.82449,0.20297,1,-58.5,2.0049,922.25,1
243.0,M,0.74105,0.82449,0.20297,1,-58.5,0.43105,924.25,1
243.75,M,0.74105,0.82449,0.20297,1,-58.5,4.3412,923.25,1
245.5,M,0.68242,0.8359700000000001,0.20297,1,-58.5,0.48933999999999994,924.25,1
246.0,M,0.68242,0.8359700000000001,0.20297,1,-58.0,1.2333,923.25,1
246.75,M,0.68242,0.8359700000000001,0.20297,1,-58.5,0.79614,923.75,1
248.0,M,0.68242,0.8359700000000001,0.20297,4,-61.0,5.8629,920.25,1
250.75,M,0.62379,0.8589399999999999,0.12315,1,-58.0,5.2232,921.75,1
251.25,M,0.62379,0.8589399999999999,0.12315,1,-58.0,1.6889,922.25,1
252.0,M,0.62379,0.8589399999999999,0.12315,1,-58.0,1.3376,922.75,1
252.5,M,0.62379,0.8589399999999999,0.12315,1,-59.0,6.0209,920.75,1
254.25,M,0.77622,0.82449,0.19157000000000002,1,-58.0,0.5997899999999999,923.75,1
255.25,M,0.77622,0.82449,0.19157000000000002,1,-58.0,0.1672,924.25,1
255.75,M,0.77622,0.82449,0.19157000000000002,1,-58.0,2.1016,921.75,1
256.25,M,0.77622,0.82449,0.19157000000000002,1,-58.0,1.7119,922.25,1
256.75,M,0.77622,0.82449,0.19157000000000002,3,-67.5,4.6572,922.75,1
257.5,M,0.77622,0.82449,0.19157000000000002,3,-68.5,5.8368,920.75,1
258.5,M,0.61207,0.8704200000000001,0.12315,1,-58.0,1.6199,922.25,1
259.0,M,0.61207,0.8704200000000001,0.12315,3,-67.5,0.67955,923.75,1
259.75,M,0.61207,0.8704200000000001,0.12315,1,-59.5,6.0285,920.75,1
260.5,M,0.61207,0.8704200000000001,0.12315,1,-59.0,2.1767,921.75,1
261.25,M,0.61207,0.8704200000000001,0.12315,1,-58.5,5.2477,925.75,1
262.0,M,0.61207,0.8704200000000001,0.12315,1,-59.0,5.5944,921.25,1
262.5,M,0.61207,0.8704200000000001,0.12315,3,-68.0,0.26998,924.25,1
264.0,M,0.68242,0.8359700000000001,0.16876,3,-67.5,3.7966,923.75,1
264.5,M,0.68242,0.8359700000000001,0.16876,3,-68.5,5.8368,925.25,1
265.25,M,0.68242,0.8359700000000001,0.16876,1,-58.5,0.036816,920.25,1
265.75,M,0.68242,0.8359700000000001,0.16876,3,-67.5,0.9234600000000001,923.25,1
266.5,M,0.68242,0.8359700000000001,0.16876,1,-58.0,0.49394,923.75,1
267.5,M,0.78795,0.81301,0.19157000000000002,1,-58.0,0.099709,924.25,1
268.0,M,0.78795,0.81301,0.19157000000000002,1,-58.5,1.4358,923.25,1
268.5,M,0.78795,0.81301,0.19157000000000002,4,-64.5,5.8353,925.75,1
269.25,M,0.78795,0.81301,0.19157000000000002,3,-64.0,5.1373,921.25,1
270.25,M,0.72932,0.81301,-0.12771,4,-58.5,0.43872,921.75,1
271.5,M,0.72932,0.81301,-0.12771,1,-64.5,5.8215,922.75,1
273.0,M,0.72932,0.81301,-0.12771,1,-62.5,5.1849,923.25,1
275.0,M,0.72932,0.81301,-0.12771,1,-63.0,1.3468,920.25,1
276.5,M,0.72932,0.81301,-0.12771,1,-62.5,0.43872,921.25,1
277.75,M,0.72932,0.81301,-0.12771,1,-62.0,5.2999,923.25,1
281.75,M,0.60034,0.8704200000000001,0.10035,4,-59.0,6.0884,920.75,1
283.0,M,0.60034,0.8704200000000001,0.10035,1,-62.0,5.9687,922.25,1
285.75,M,0.23685,0.80152,0.18017,4,-59.5,1.9159,923.75,1
301.25,M,1.0342,-0.22048,-0.0022806,1,-67.5,0.92499,920.75,3
302.25,M,1.3156,-0.33531,0.10035,1,-68.0,0.38503000000000004,924.75,3
303.25,M,1.3039,-0.33531,0.13455999999999999,4,-66.0,5.9058,921.25,3
303.5,M,1.3039,-0.33531,0.13455999999999999,4,-66.0,0.58291,920.75,3
304.0,M,1.3039,-0.33531,0.13455999999999999,3,-56.0,0.076699,920.25,3
304.5,M,0.9403799999999999,-0.16305999999999998,-0.036489999999999995,4,-62.5,5.441,924.75,3
305.0,M,0.9403799999999999,-0.16305999999999998,-0.036489999999999995,4,-63.0,4.7983,922.25,3
305.5,M,0.9403799999999999,-0.16305999999999998,-0.036489999999999995,3,-56.0,4.3366,923.75,3
306.5,M,1.1632,-0.25493000000000005,0.0091224,3,-56.5,0.21169000000000002,920.25,3
311.5,M,0.9403799999999999,-0.16305999999999998,-0.10490999999999999,3,-52.5,5.3689,921.75,3
314.0,M,0.9403799999999999,-0.15158,-0.10490999999999999,3,-52.5,2.2381,921.75,3
329.75,M,1.0107,-0.17454,-0.070699,3,-51.5,1.4097,922.75,3
334.0,M,1.339,-0.32383,0.054735,1,-68.0,4.3044,924.75,3
340.75,M,1.3508,-0.34679,0.054735,3,-51.5,1.9972,921.75,3
342.75,M,1.0107,-0.18603,-0.10490999999999999,3,-52.0,0.36509,924.25,3
343.25,M,1.2335,-0.30086,0.020525,3,-51.5,2.0647,921.75,3
345.25,M,1.0459,-0.18603,-0.082102,1,-67.5,1.537,924.25,3
346.75,M,0.9169299999999999,-0.16305999999999998,-0.11631,1,-67.5,1.9957,923.75,3
347.75,M,0.9403799999999999,-0.17454,-0.12771,1,-68.0,4.605,924.25,3
351.0,M,1.0576,-0.20899,-0.070699,1,-68.5,0.9127200000000001,924.75,3
354.25,M,0.92865,-0.17454,-0.13912,3,-51.5,5.4886,921.25,3
358.25,M,1.3625,-0.35827,0.043332,3,-52.0,1.0078,923.25,3
359.0,M,1.0107,-0.18603,-0.10490999999999999,4,-66.0,2.1798,923.75,3
359.5,M,0.9990100000000001,-0.16305999999999998,-0.10490999999999999,4,-67.0,0.5614399999999999,925.25,3
359.75,M,0.9990100000000001,-0.16305999999999998,-0.10490999999999999,4,-67.0,1.5923,924.25,3
361.5,M,1.0928,-0.23196,-0.036489999999999995,4,-66.0,2.3654,923.75,3
361.75,M,1.0928,-0.23196,-0.036489999999999995,4,-66.5,5.125,921.25,3
363.25,M,1.1163,-0.24344000000000002,-0.013684,1,-61.5,0.5230899999999999,924.75,3
364.0,M,1.1163,-0.24344000000000002,-0.013684,3,-58.0,0.46633,922.75,3
364.5,M,1.1163,-0.24344000000000002,-0.013684,3,-58.5,5.2708,925.25,3
364.75,M,1.1163,-0.24344000000000002,-0.013684,3,-57.5,6.2433,924.25,3
365.25,M,1.1163,-0.24344000000000002,-0.013684,3,-57.0,0.41723999999999994,923.25,3
365.5,M,1.1163,-0.24344000000000002,-0.013684,3,-57.0,5.5469,924.75,3
366.25,M,1.1866,-0.25493000000000005,-0.0022806,3,-56.5,0.28071999999999997,923.75,3
366.5,M,1.1866,-0.25493000000000005,-0.0022806,3,-57.5,1.6444,921.25,3
367.25,M,1.0107,-0.16305999999999998,-0.059296,3,-50.0,6.1911,924.25,3
367.33,M,1.0107,-0.16305999999999998,-0.059296,1,-61.5,1.3944,924.25,3
368.0,M,0.9403799999999999,-0.15158,-0.10490999999999999,1,-62.0,0.29913,924.75,3
368.25,M,0.9403799999999999,-0.15158,-0.10490999999999999,1,-62.0,5.6251,922.25,3
368.75,M,0.92865,-0.16305999999999998,-0.15052000000000001,3,-52.0,0.6642100000000001,922.75,3
368.85,M,0.92865,-0.16305999999999998,-0.15052000000000001,1,-62.0,5.237,922.75,3
369.5,M,0.9872799999999999,-0.17454,-0.13912,1,-63.0,0.67035,920.75,3
370.0,M,0.9872799999999999,-0.18603,-0.13912,1,-63.5,1.0815,920.25,3
371.0,M,0.9521,-0.18603,-0.13912,1,-62.0,1.2947,923.75,3
371.5,M,0.97555,-0.15158,-0.13912,3,-48.5,1.5616,921.25,3
372.0,M,1.1397,-0.01378,-0.0022806,3,-56.0,0.87744,920.75,3
372.1,M,1.1397,-0.01378,-0.0022806,1,-63.5,0.19635,924.25,3
373.25,M,0.69414,0.82449,0.22578,4,-64.5,1.5647,922.25,4
374.75,M,-0.021106,0.8819100000000001,-0.0022806,1,-57.0,0.84983,920.25,4
0.0,F,0.9990100000000001,-0.28938,-0.025087,1,-69.0,0.81915,920.75,3
0.75,F,0.9990100000000001,-0.28938,-0.025087,3,-57.0,6.0285,923.25,3
1.25,F,0.9990100000000001,-0.28938,-0.025087,3,-55.0,1.962,925.25,3
1.5,F,0.9990100000000001,-0.28938,-0.025087,3,-54.5,1.7518,925.75,3
2.25,F,1.2101,-0.43866000000000005,0.11175,1,-66.0,6.1666,922.25,3
3.25,F,1.2101,-0.43866000000000005,0.11175,1,-64.5,5.2631,923.25,3
3.75,F,1.2101,-0.43866000000000005,0.11175,3,-55.0,1.7902,925.75,3
4.0,F,1.2101,-0.43866000000000005,0.11175,3,-57.0,6.2264,922.75,3
4.5,F,1.2101,-0.43866000000000005,0.11175,1,-65.5,4.5513,924.25,3
5.75,F,1.2101,-0.43866000000000005,0.11175,1,-67.5,5.3137,923.25,3
7.75,F,1.2101,-0.49606999999999996,0.066138,3,-60.0,0.7225,921.25,3
8.75,F,1.2101,-0.49606999999999996,0.066138,3,-56.0,1.8377,925.75,3
9.25,F,1.2101,-0.49606999999999996,0.066138,1,-67.5,4.6495,924.25,3
13.5,F,1.2101,-0.49606999999999996,0.066138,3,-57.5,2.1123,925.75,3
16.0,F,1.2101,-0.49606999999999996,0.066138,3,-58.0,5.2186,925.75,3
23.5,F,1.0107,-0.5534899999999999,-0.025087,3,-61.0,0.23776999999999998,922.75,3
28.25,F,1.0107,-0.5534899999999999,-0.025087,3,-58.0,5.1833,925.75,3
30.5,F,1.0107,-0.5534899999999999,-0.025087,3,-56.5,5.1572,925.25,3
46.25,F,1.3156,-0.48458999999999997,0.077541,3,-60.0,0.158,922.25,3
0.0,F,0.60034,0.8359700000000001,0.12315,4,-56.0,5.7984,925.75,1
0.025,F,0.60034,0.8359700000000001,0.12315,4,-56.0,4.2261,924.25,1
0.5,F,0.60034,0.8359700000000001,0.12315,4,-56.5,5.2217,923.25,1
0.75,F,0.60034,0.8359700000000001,0.12315,4,-56.5,4.5943,923.75,1
1.0,F,0.60034,0.8359700000000001,0.12315,4,-56.0,3.6447,924.75,1
1.05,F,0.60034,0.8359700000000001,0.12315,4,-58.5,0.8145399999999999,921.25,1
1.5,F,0.60034,0.8359700000000001,0.12315,4,-56.5,6.2663,925.25,1
2.25,F,0.62379,0.84746,0.14595999999999998,4,-56.5,5.8107,925.75,1
2.5,F,0.62379,0.84746,0.14595999999999998,4,-56.5,4.2905,924.25,1
2.75,F,0.62379,0.84746,0.14595999999999998,4,-57.0,5.2155,923.25,1
3.25,F,0.62379,0.84746,0.14595999999999998,4,-56.5,4.7339,923.75,1
3.5,F,0.62379,0.84746,0.14595999999999998,1,-65.0,6.1712,921.25,1
4.5,F,0.61207,0.8704200000000001,0.13455999999999999,4,-57.5,6.096,922.25,1
5.0,F,0.61207,0.8704200000000001,0.13455999999999999,4,-56.5,5.7923,925.75,1
5.075,F,0.61207,0.8704200000000001,0.13455999999999999,4,-56.0,4.2215,924.25,1
5.75,F,0.61207,0.8704200000000001,0.13455999999999999,4,-57.0,4.6924,923.75,1
6.25,F,0.49481,0.9163600000000001,0.066138,4,-57.5,5.5714,922.75,1
6.75,F,0.49481,0.9163600000000001,0.066138,1,-64.5,5.6773,921.75,1
7.25,F,0.49481,0.9163600000000001,0.066138,4,-56.0,5.7754,925.75,1
7.5,F,0.49481,0.9163600000000001,0.066138,4,-56.0,4.1786,924.25,1
7.75,F,0.49481,0.9163600000000001,0.066138,1,-62.5,1.1996,923.25,1
8.25,F,0.49481,0.9163600000000001,0.066138,4,-56.0,0.32674000000000003,924.75,1
9.25,F,0.6472399999999999,0.84746,0.12315,4,-58.5,0.076699,921.75,1
9.75,F,0.6472399999999999,0.84746,0.12315,1,-61.5,5.2631,925.75,1
10.0,F,0.6472399999999999,0.84746,0.12315,4,-57.0,4.3657,923.25,1
10.5,F,0.6472399999999999,0.84746,0.12315,4,-57.0,0.76852,923.75,1
12.0,F,0.69414,0.80152,0.12315,1,-65.5,2.1997,922.25,1
12.5,F,0.69414,0.80152,0.12315,4,-56.0,3.9837,924.25,1
13.5,F,0.65897,0.8359700000000001,0.15736,4,-57.5,5.441,922.75,1
13.75,F,0.65897,0.8359700000000001,0.15736,4,-56.0,0.0061359,925.25,1
14.25,F,0.65897,0.8359700000000001,0.15736,4,-58.0,6.1497,922.25,1
14.75,F,0.65897,0.8359700000000001,0.15736,4,-56.0,5.6865,925.75,1
15.0,F,0.65897,0.8359700000000001,0.15736,4,-56.5,5.167999999999999,923.25,1
15.5,F,0.65897,0.8359700000000001,0.15736,1,-63.0,1.1566,923.75,1
16.5,F,0.72932,0.79004,0.14595999999999998,4,-59.0,0.18868,921.75,1
17.0,F,0.72932,0.79004,0.14595999999999998,4,-56.0,2.5756,925.75,1
17.25,F,0.72932,0.79004,0.14595999999999998,4,-56.5,4.0957,924.25,1
17.75,F,0.72932,0.79004,0.14595999999999998,4,-56.5,4.4915,923.75,1
18.25,F,0.72932,0.79004,0.14595999999999998,4,-57.5,5.484,922.75,1
19.25,F,0.6472399999999999,0.8589399999999999,0.10035,1,-65.0,2.3347,922.25,1
20.25,F,0.6472399999999999,0.8589399999999999,0.10035,1,-62.5,1.06,923.75,1
21.25,F,0.56517,0.8819100000000001,0.066138,4,-56.5,5.9304,925.25,1
22.5,F,0.56517,0.8819100000000001,0.066138,4,-60.5,5.1879,920.25,1
22.75,F,0.56517,0.8819100000000001,0.066138,3,-56.5,0.67495,923.75,1
23.5,F,0.72932,0.10105,0.79593,4,-56.0,5.2616,925.25,3
24.0,F,0.7645,-0.25493000000000005,0.6933,4,-56.5,6.1022,921.75,3
24.075,F,0.7645,-0.25493000000000005,0.6933,3,-59.0,0.60592,922.25,3
24.75,F,0.7645,-0.25493000000000005,0.6933,3,-61.5,6.1881,923.25,3
75.5,F,0.56517,-0.31234,0.89856,4,-59.5,5.5515,924.25,3
78.0,F,0.56517,-0.31234,0.89856,3,-59.0,1.9343,925.75,3
79.5,F,0.56517,-0.31234,0.89856,3,-64.0,4.6449,920.75,3
87.0,F,0.60034,-0.32383,0.9213600000000001,4,-62.5,2.2381,920.75,3
88.5,F,0.60034,-0.32383,0.9213600000000001,3,-59.5,5.6589,924.75,3
97.5,F,0.5534399999999999,-0.28938,0.86435,4,-60.5,2.1798,924.25,3
100.75,F,0.5534399999999999,-0.28938,0.86435,4,-59.5,4.9317,924.75,3
102.25,F,0.5534399999999999,-0.28938,0.86435,4,-59.5,3.95,925.75,3
106.0,F,0.60034,-0.28938,0.8187399999999999,3,-64.0,1.2241,921.25,3
107.5,F,0.60034,-0.28938,0.8187399999999999,1,-64.5,0.6534800000000001,923.25,3
220.0,F,-0.15009,1.0771,0.14595999999999998,2,-56.5,4.7032,923.75,4
220.25,F,-0.15009,1.0771,0.14595999999999998,2,-55.0,2.1921,924.75,2
221.5,F,-0.15009,1.0771,0.14595999999999998,2,-58.5,0.82988,924.25,2
0.0,M,-0.079733,0.97377,0.043332,4,-57.0,5.2477,925.75,1
0.025,M,-0.079733,0.97377,0.043332,4,-57.0,5.2477,925.75,1
0.05,M,-0.079733,0.97377,0.043332,4,-57.0,5.2477,925.75,1
0.075,M,-0.079733,0.97377,0.043332,4,-57.0,5.2477,925.75,1
0.25,M,-0.079733,0.97377,0.043332,1,-58.5,2.0709,923.25,1
0.3,M,-0.079733,0.97377,0.043332,1,-58.5,2.0709,923.25,1
0.325,M,-0.079733,0.97377,0.043332,1,-58.5,2.0709,923.25,1
0.35,M,-0.079733,0.97377,0.043332,1,-58.5,2.0709,923.25,1
0.375,M,-0.079733,0.97377,0.043332,1,-58.5,2.0709,923.25,1
0.4,M,-0.079733,0.97377,0.043332,1,-58.5,2.0709,923.25,1
0.5,M,-0.079733,0.97377,0.043332,1,-58.0,4.8121,920.25,1
0.55,M,-0.079733,0.97377,0.043332,1,-58.0,4.8121,920.25,1
0.575,M,-0.079733,0.97377,0.043332,1,-58.0,4.8121,920.25,1
0.6,M,-0.079733,0.97377,0.043332,1,-58.0,4.8121,920.25,1
0.65,M,-0.079733,0.97377,0.043332,1,-58.0,4.8121,920.25,1
0.675,M,-0.079733,0.97377,0.043332,1,-58.0,4.8121,920.25,1
1.25,M,0.18995,0.99674,0.077541,1,-59.5,0.95567,924.25,1
1.325,M,0.18995,0.99674,0.077541,1,-59.5,0.95567,924.25,1
1.35,M,0.18995,0.99674,0.077541,1,-59.5,0.95567,924.25,1
1.4,M,0.18995,0.99674,0.077541,1,-59.5,0.95567,924.25,1
1.425,M,0.18995,0.99674,0.077541,1,-59.5,0.95567,924.25,1
1.475,M,0.18995,0.99674,0.077541,1,-59.5,0.95567,924.25,1
1.5,M,0.18995,0.99674,0.077541,1,-58.0,4.0114,920.75,1
1.55,M,0.18995,0.99674,0.077541,1,-58.0,4.0114,920.75,1
1.6,M,0.18995,0.99674,0.077541,1,-58.0,4.0114,920.75,1
1.625,M,0.18995,0.99674,0.077541,1,-58.0,4.0114,920.75,1
1.675,M,0.18995,0.99674,0.077541,1,-58.0,4.0114,920.75,1
1.725,M,0.18995,0.99674,0.077541,1,-58.0,4.0114,920.75,1
1.75,M,0.18995,0.99674,0.077541,1,-60.0,0.16567,924.75,1
1.8,M,0.18995,0.99674,0.077541,1,-60.0,0.16567,924.75,1
1.825,M,0.18995,0.99674,0.077541,1,-60.0,0.16567,924.75,1
1.875,M,0.18995,0.99674,0.077541,1,-60.0,0.16567,924.75,1
1.925,M,0.18995,0.99674,0.077541,1,-60.0,0.16567,924.75,1
1.95,M,0.18995,0.99674,0.077541,1,-60.0,0.16567,924.75,1
2.25,M,0.38928,0.92784,0.13455999999999999,1,-59.0,1.063,923.75,1
2.325,M,0.38928,0.92784,0.13455999999999999,1,-59.0,1.063,923.75,1
2.375,M,0.38928,0.92784,0.13455999999999999,1,-59.0,1.063,923.75,1
2.425,M,0.38928,0.92784,0.13455999999999999,1,-59.0,1.063,923.75,1
2.45,M,0.38928,0.92784,0.13455999999999999,1,-59.0,1.063,923.75,1
2.5,M,0.38928,0.92784,0.13455999999999999,1,-59.0,1.063,923.75,1
2.55,M,0.38928,0.92784,0.13455999999999999,1,-61.5,5.5085,925.75,1
2.575,M,0.38928,0.92784,0.13455999999999999,1,-61.5,5.5085,925.75,1
2.625,M,0.38928,0.92784,0.13455999999999999,1,-61.5,5.5085,925.75,1
2.65,M,0.38928,0.92784,0.13455999999999999,1,-61.5,5.5085,925.75,1
2.7,M,0.38928,0.92784,0.13455999999999999,1,-61.5,5.5085,925.75,1
2.75,M,0.38928,0.92784,0.13455999999999999,1,-61.5,5.5085,925.75,1
3.0,M,0.38928,0.92784,0.13455999999999999,3,-67.5,5.5469,920.25,1
3.075,M,0.38928,0.92784,0.13455999999999999,3,-67.5,5.5469,920.25,1
3.1,M,0.38928,0.92784,0.13455999999999999,3,-67.5,5.5469,920.25,1
3.15,M,0.38928,0.92784,0.13455999999999999,3,-67.5,5.5469,920.25,1
3.175,M,0.38928,0.92784,0.13455999999999999,3,-67.5,5.5469,920.25,1
3.225,M,0.38928,0.92784,0.13455999999999999,3,-67.5,5.5469,920.25,1
3.275,M,0.38928,0.92784,0.13455999999999999,1,-58.5,2.4053,922.25,1
3.3,M,0.38928,0.92784,0.13455999999999999,1,-58.5,2.4053,922.25,1
3.35,M,0.38928,0.92784,0.13455999999999999,1,-58.5,2.4053,922.25,1
3.4,M,0.38928,0.92784,0.13455999999999999,1,-58.5,2.4053,922.25,1
3.425,M,0.38928,0.92784,0.13455999999999999,1,-58.5,2.4053,922.25,1
3.475,M,0.38928,0.92784,0.13455999999999999,1,-58.5,2.4053,922.25,1
3.75,M,0.37756,0.92784,0.12315,1,-58.0,3.8196,920.75,1
3.825,M,0.37756,0.92784,0.12315,1,-58.0,3.8196,920.75,1
3.875,M,0.37756,0.92784,0.12315,1,-58.0,3.8196,920.75,1
3.9,M,0.37756,0.92784,0.12315,1,-58.0,3.8196,920.75,1
3.95,M,0.37756,0.92784,0.12315,1,-58.0,3.8196,920.75,1
3.975,M,0.37756,0.92784,0.12315,1,-58.0,3.8196,920.75,1
4.25,M,0.37756,0.92784,0.12315,1,-58.5,2.0847,922.75,1
4.325,M,0.37756,0.92784,0.12315,1,-58.5,2.0847,922.75,1
4.375,M,0.37756,0.92784,0.12315,1,-58.5,2.0847,922.75,1
4.4,M,0.37756,0.92784,0.12315,1,-58.5,2.0847,922.75,1
4.45,M,0.37756,0.92784,0.12315,1,-58.5,2.0847,922.75,1
4.475,M,0.37756,0.92784,0.12315,1,-58.5,2.0847,922.75,1
4.525,M,0.37756,0.92784,0.12315,1,-58.5,6.0991,921.75,1
4.575,M,0.37756,0.92784,0.12315,1,-58.5,6.0991,921.75,1
4.6,M,0.37756,0.92784,0.12315,1,-58.5,6.0991,921.75,1
4.65,M,0.37756,0.92784,0.12315,1,-58.5,6.0991,921.75,1
4.7,M,0.37756,0.92784,0.12315,1,-58.5,6.0991,921.75,1
4.725,M,0.37756,0.92784,0.12315,1,-58.5,6.0991,921.75,1
5.0,M,0.20168,1.0082,0.054735,1,-58.5,1.6291,923.25,1
5.075,M,0.20168,1.0082,0.054735,1,-58.5,1.6291,923.25,1
5.1,M,0.20168,1.0082,0.054735,1,-58.5,1.6291,923.25,1
5.15,M,0.20168,1.0082,0.054735,1,-58.5,1.6291,923.25,1
5.2,M,0.20168,1.0082,0.054735,1,-58.5,1.6291,923.25,1
5.225,M,0.20168,1.0082,0.054735,1,-58.5,1.6291,923.25,1
5.275,M,0.20168,1.0082,0.054735,1,-58.5,4.3519,920.25,1
5.325,M,0.20168,1.0082,0.054735,1,-58.5,4.3519,920.25,1
5.35,M,0.20168,1.0082,0.054735,1,-58.5,4.3519,920.25,1
5.4,M,0.20168,1.0082,0.054735,1,-58.5,4.3519,920.25,1
5.45,M,0.20168,1.0082,0.054735,1,-58.5,4.3519,920.25,1
5.475,M,0.20168,1.0082,0.054735,1,-58.5,4.3519,920.25,1
5.525,M,0.20168,1.0082,0.054735,1,-58.5,2.4943,922.25,1
5.55,M,0.20168,1.0082,0.054735,1,-58.5,2.4943,922.25,1
5.6,M,0.20168,1.0082,0.054735,1,-58.5,2.4943,922.25,1
5.625,M,0.20168,1.0082,0.054735,1,-58.5,2.4943,922.25,1
